term,document_count,percent
fuße,5,0.8
candesartan thyroxin,5,0.8
bauchbereich,5,0.8
körperliches,5,0.8
wechseln,5,0.8
ziemlich,5,0.8
topiramat,5,0.8
rizatriptan,5,0.8
triptane,5,0.8
mitralklappeninsuffizienz,5,0.8
faktor schmerzen,5,0.8
wesentlichen faktor,5,0.8
schulter brustwirbelsäulenbereich,5,0.8
fast innere,5,0.8
druckschmerz bereich,5,0.8
verspannungen schulter,5,0.8
appendektomie entfernung,5,0.8
fehlgeburt menopause,5,0.8
depression allergien,5,0.8
helicobacter pylori,5,0.8
während kälte,5,0.8
teils stechend,5,0.8
rechten oberschenkels,5,0.8
seither bestehe,5,0.8
könne schmerzen,5,0.8
seite liegen,5,0.8
verschlimmert manuelle,5,0.8
easyhaler,5,0.8
erstmalig,5,0.8
betrage,5,0.8
verschlechterungen,5,0.8
weiteren klagt,5,0.8
syndrom rezidivierende,5,0.8
letzten vier,5,0.8
bildgebende zeigte,5,0.8
schmerzen zudem,5,0.8
konzentrationsschwäche leistungsfähigkeit,5,0.8
machtlos schnell,5,0.8
intermittierend auftretende,5,0.8
leide konzentrationsstörungen,5,0.8
unruhe leide,5,0.8
mikroangiopathie,5,0.8
mühe,5,0.8
anfühlen,5,0.8
ausreichende,5,0.8
körperlicher aktivität,5,0.8
pollen gräser,5,0.8
jahren verdauungsprobleme,5,0.8
darstellen,5,0.8
daneben,5,0.8
bläschen,5,0.8
leichtgradiges,5,0.8
dorsaler,5,0.8
beschwerden lokale,5,0.8
empfunden ausstrahlung,5,0.8
befunden geht,5,0.8
hemiparese,5,0.8
natur,5,0.8
zweier,5,0.8
hälfte,5,0.8
weißem,5,0.8
schwerer arbeit,5,0.8
neigung obstipation,5,0.8
rahmen chronischen,5,0.8
schultern kopf,5,0.8
fixateur,5,0.8
verschlechterung tritt,5,0.8
drückendem charakter,5,0.8
ausstrahlende,5,0.8
aubergine,5,0.8
myofasziales,5,0.8
arthritis finger,5,0.8
lesen,5,0.8
deutlichen besserung,5,0.8
alltagssituationen,5,0.8
alltags,5,0.8
coxarthrose links,5,0.8
kurzfristigen besserung,5,0.8
parkinson mutter,5,0.8
etoricoxib übliche,5,0.8
habe fast,5,0.8
syndrom diabetes,5,0.8
treppen,5,0.8
faktoren seien,5,0.8
retard,5,0.8
schmerzen drückender,5,0.8
schmerzen schulter,5,0.8
reizdarmsyndrom asthma,5,0.8
durchgeführte ergab,5,0.8
teilweise freud,5,0.8
nackenbereich leiden,5,0.8
neun jahren,5,0.8
venlafaxin bedarfsmedikation,5,0.8
vena saphena,5,0.8
begleitend treten,5,0.8
dauerhaft erschöpft,5,0.8
geworden zudem,5,0.8
substitutionstherapie,5,0.8
arten,5,0.8
viertel,5,0.8
geringen,5,0.8
konnten,5,0.8
belastende,5,0.8
schmerztherapie,5,0.8
reizlos,5,0.8
wärmeapplikationen manuelle,5,0.8
sars,5,0.8
hoch,5,0.8
allmählichen,5,0.8
fußes,5,0.8
hülsenfrüchte,5,0.8
belastbarkeit leiden,5,0.8
candesartan bedarfsmedikation,5,0.8
bandscheibenvorfall diagnostiziert,5,0.8
ergänzt häufig,5,0.8
besonderheiten cholezystektomie,5,0.8
rechts jahr,5,0.8
zudem fühle,5,0.8
psychischen verfassung,5,0.8
leide teilweise,5,0.8
klagte zwanzig,5,0.8
fühle dauerhaft,5,0.8
frozen shoulder,5,0.8
bestehende ausgeprägte,5,0.8
tinnitus rechts,5,0.8
gefühl körperlicher,5,0.8
großzehe,5,0.8
väterlicherseits,5,0.8
drückenden schmerzen,5,0.8
kolitis,5,0.8
aufsteht,5,0.8
aufwacht,5,0.8
rückzugsbedürfnis,5,0.8
rechtsbetont schmerzen,5,0.8
begleitet leide,5,0.8
reizdarmsyndrom hypothyreose,5,0.8
degenerativer veränderung,5,0.8
jungend migräneanfällen,5,0.8
hörsturz rechts,5,0.8
atrophie,5,0.8
laufender,5,0.8
seien unterschiedlicher,5,0.8
freitag,5,0.8
sinne neurodermitis,5,0.8
schmerzen finger,5,0.8
leiden begonnen,5,0.8
klagte zehn,5,0.8
nikotinkonsum arterielle,5,0.8
anhaltenden zervikobrachialgien,5,0.8
körperliches energieniveau,5,0.8
allgemeines körperliches,5,0.8
lässt schmerz,5,0.8
großer,5,0.8
nikotinkonsum alkohol,5,0.8
beschwerde,5,0.8
eingeschränkt teilweise,5,0.8
verspüre innere,5,0.8
spiromax,5,0.8
sodbrennen aufstoßen,5,0.8
ursache schmerzen,5,0.8
gewünschten,5,0.8
konzentrationsschwäche innere,5,0.8
zudem berichte,5,0.8
teilweise erbrechen,5,0.8
schmerzen ziehende,5,0.8
übelkeit teilweise,5,0.8
häufigkeit beträgt,5,0.8
meistens weich,5,0.8
stuhlgang mehrmals,5,0.8
cetirizin,5,0.8
litt,5,0.8
nabelbruch,5,0.8
abzudunkeln,5,0.8
ruber planus,5,0.8
vielfache,5,0.8
atmung,5,0.8
subjektives,5,0.8
persistierendes,5,0.8
herzprobleme,5,0.8
äpfel,5,0.8
schulterverspannungen,5,0.8
ausstrahlung oberschenkel,5,0.8
zervikozephalessyndrom syndrom,5,0.8
linksbetont schmerzen,5,0.8
insgesamt jahren,5,0.8
andauernde schmerzproblematik,5,0.8
psychischen erkrankungen,5,0.8
pollenallergie nikotin,5,0.8
deutlich verbessert,5,0.8
variiere,5,0.8
vermehrtem,5,0.8
ober unterschenkel,5,0.8
weiteren chronischen,5,0.8
small fiber,5,0.8
innen,5,0.8
thorakolumbalen,5,0.8
zurückführt,5,0.8
kleinfinger,5,0.8
shoulder,5,0.8
aufnahmegesprächs,5,0.8
frozen,5,0.8
tägliche,5,0.8
nasskaltes,5,0.8
ohres,5,0.8
eileiterschwangerschaft,5,0.8
rekonstruktion,5,0.8
erwachen appetit,5,0.8
erwähnt bewegungseinschränkung,5,0.8
hinaus erwähnt,5,0.8
bemerkt habe,5,0.8
axiale hiatushernie,5,0.8
etagen wirbelsäle,5,0.8
dorsalgien etagen,5,0.8
bereich handelt,5,0.8
schwangerschaften menopause,5,0.8
schmerzen jahren,5,0.8
nikotinkonsum schlaf,5,0.8
jahren hätten,5,0.8
verstopfung durst,5,0.8
temperaturtoleranz hitzeempfindlich,5,0.8
ibuflam übliche,5,0.8
wärme angenehm,5,0.8
umständen,5,0.8
langfristigen,5,0.8
nahm,5,0.8
positive hypercholesterinämie,5,0.8
ausstrahlend,5,0.8
kraft fühle,5,0.8
wirbelsäle nacken,5,0.8
syndrom links,5,0.8
stuhlgang habe,5,0.8
ausnahme,5,0.8
bewältigen,5,0.8
sinus,5,0.8
meyerding,5,0.8
wirbelsäle leiden,5,0.8
letztem,5,0.8
zudem schlafen,5,0.8
sprunggelenkes,5,0.8
fiber polyneuropathie,5,0.8
dezember ausgeprägten,5,0.8
rechten gesichtshälfte,5,0.8
links chronisches,5,0.8
reizdarmsyndrom tinnitus,5,0.8
undifferenzierte somatisierungsstörung,5,0.8
seien lokal,5,0.8
bereich oberschenkel,5,0.8
empfunden schmerzsymptomatik,5,0.8
rückenschmerzen bereich,5,0.8
risikofaktoren unauffällig,5,0.8
schlaf ausgeprägten,5,0.8
appendektomie knie,5,0.8
leichte besserung,5,0.8
progression,5,0.8
besonderheiten bekannte,5,0.8
esomeprazol,5,0.8
psychischen somatischen,5,0.8
schmerzstörung psychischen,5,0.8
komplizierte familiäre,5,0.8
seien zudem,5,0.8
körperlicher belastbarkeit,5,0.8
deutlich verminderter,5,0.8
hinterkopf stirnbereich,5,0.8
lendenwirbelsäule leiden,5,0.8
körperlicher beschwerden,5,0.8
seien überwiegend,5,0.8
dreimal woche,5,0.8
eineinhalb jahren,5,0.8
behandelnden,5,0.8
stuhlinkontinenz,5,0.8
sitzen seien,5,0.8
aurium syndrom,5,0.8
aufgetreten seien,5,0.8
reaktionen,5,0.8
dosiergel,5,0.8
zervikozephales,5,0.8
stationär behandelt,5,0.8
somatischen faktoren,5,0.8
besonderheiten thyreoidektomie,5,0.8
früher zuvor,5,0.8
grippalen,5,0.8
warmen,5,0.8
mahlzeiten,5,0.8
wechselhaft teilweise,5,0.8
aufmerksamkeit,5,0.8
eher wärmeempfindlich,5,0.8
sprunggelenken,5,0.8
breiteten,5,0.8
unterschiedliche,5,0.8
chronisches erschöpfungssyndrom,5,0.8
haut bereich,5,0.8
deutlich belastungsabhängig,5,0.8
schmerzverstärkend wirken,5,0.8
schmerzqualität ausstrahlung,5,0.8
thyroxin bedarfsmedikation,5,0.8
dauern regel,5,0.8
chronischen kopfschmerzen,5,0.8
penicillinallergie nikotinkonsum,5,0.8
habe damals,5,0.8
besonderheiten leistenhernien,5,0.8
diffusen multilokulären,5,0.8
leben beziehungen,5,0.8
unterschenkels,5,0.8
nebivolol,5,0.8
harnwegsinfekten,5,0.8
einfache,5,0.8
lebensmitteln,5,0.8
stärkerer,5,0.8
bruxismus,5,0.8
ziehe,5,0.8
aktuelle candesartan,5,0.8
durchfallneigung durstgefühl,5,0.8
ausgeprägte erschöpfungssymptomatik,5,0.8
tagsüber nachts,5,0.8
antrieb deutlich,5,0.8
energieniveau aufnahmebefund,5,0.8
abschließend erwähnt,5,0.8
übermäßige,5,0.8
eher vermehrt,5,0.8
hinaus habe,5,0.8
stuhlgänge,5,0.8
meistens tage,5,0.8
bekannte depressive,5,0.8
humeri radialis,5,0.8
ibuprofen tilidin,5,0.8
betonen,5,0.8
schwindel arterielle,5,0.8
wärmeapplikationen krankengymnastik,5,0.8
depression kardiovaskuläre,5,0.8
anfang jahres,5,0.8
ausdrücklich,5,0.8
bedarfsmedikation tilidin,5,0.8
wirbelsäule schultern,5,0.8
defäkation,5,0.8
nacken schulterverspannungen,5,0.8
korrelat,5,0.8
mehrerer,5,0.8
bisherige,5,0.8
sicca,5,0.8
belastbarkeit stark,5,0.8
häufig innerlich,5,0.8
hohen pfeifen,5,0.8
charakter hohen,5,0.8
schmerzcharakter schmerzen,5,0.8
rechts zunge,5,0.8
jahr habe,5,0.8
salpingektomie,5,0.8
zunehmen schmerzen,5,0.8
jahren durchschlafstörungen,5,0.8
aura syndrom,5,0.8
versucht,5,0.8
empfunden aufenthalt,5,0.8
treten fast,5,0.8
breiige,5,0.8
risikofaktoren appetit,5,0.8
gebe,5,0.8
benötigt,5,0.8
gewesen habe,5,0.8
feuchtigkeit wind,5,0.8
bewegung physiotherapie,5,0.8
covid erkrankungen,5,0.8
spannungen,5,0.8
weder hitze,5,0.8
pochender,5,0.8
mögliche ursache,5,0.8
rheuma gynäkologische,5,0.8
leide innerer,5,0.8
einschränkung alltäglichen,5,0.8
hand fallen,5,0.8
gegenstände hand,5,0.8
altersentsprechend arbeitsfähigkeit,5,0.8
energie dadurch,5,0.8
stuhlgang regelmäßig,5,0.8
geformt stress,5,0.8
erreichen werte,5,0.8
rechts hyperurikämie,5,0.8
durchblutet kopf,5,0.8
erfolg durchgeführt,5,0.8
zwei unterschiedlichen,5,0.8
ventrikuläre extrasystolie,5,0.8
flatulenz völlegefühl,5,0.8
schläfen lokalisiert,5,0.8
habe deutlich,5,0.8
deutliche zunahme,5,0.8
verrichtungen linderung,5,0.8
sowohl bewegung,5,0.8
unauffällig temperaturtoleranz,5,0.8
schlaganfall herzinfarkt,5,0.8
variieren,5,0.8
bildgebende,5,0.8
gonarthrose rechts,5,0.8
pfeifton tinnitus,5,0.8
aurium beidseitig,5,0.8
beidseitig charakter,5,0.8
beeinflussen aufenthalt,5,0.8
ursachen,5,0.8
sommer verschlechterung,5,0.8
jahren arthrose,5,0.8
implantierter,5,0.8
handelst,5,0.8
prolaps,5,0.8
begleitend zusammenhang,5,0.8
kopfschmerzen anfang,5,0.8
anfang zervikobrachialgien,5,0.8
mellitus obstruktives,5,0.8
faktoren lokale,5,0.8
jahren allergien,5,0.8
blähungen normal,5,0.8
fühlen steif,5,0.8
latente prostatitis,5,0.8
affektive störung,5,0.8
belastungabhängigen,5,0.8
bisolich,5,0.8
physiotherapie sommer,5,0.8
zervikobrachialgien verbunden,5,0.8
somatische spannungskopfschmerzen,5,0.8
drüber,5,0.8
steif schwer,5,0.8
außerdem jahr,5,0.8
allergiepass,5,0.8
spondylolisthesis,5,0.8
daumens,5,0.8
abdomineller tastbefund,5,0.8
anhalt pathologien,5,0.8
nebengeräusche abdomineller,5,0.8
adipösen verhältnissen,5,0.8
pathologien adipösen,5,0.8
tastbefund anhalt,5,0.8
schwangerschaften drei,5,0.8
links schmerzen,5,0.8
toleriert,5,0.8
dünner klebriger,5,0.8
funktionelle bewegungseinschränkung,5,0.8
punkte verschlimmerung,5,0.8
jähriger altersentsprechenden,5,0.8
fühle traurig,5,0.8
beschwerden hinzu,5,0.8
laif,5,0.8
liegt stuhlfrequenz,5,0.8
zeitraum folgte,5,0.8
armen händen,5,0.8
kontakte,5,0.8
bestünde dadurch,5,0.8
alltäglichen verrichtungen,5,0.8
leistungsfähigkeit fühle,5,0.8
wind winter,5,0.8
spüre teilweise,5,0.8
tage lange,5,0.8
weiteren behandlungsbedürftige,5,0.8
laut aussage,5,0.8
eingetreten,5,0.8
würde verschlechterung,5,0.8
bedarfsmedikation foster,5,0.8
treten nachts,5,0.8
implantierter herzschrittmacher,5,0.8
schmerzen dumpfe,5,0.8
märz ausgeprägten,5,0.8
arthralgien,5,0.8
zweiten stationär,5,0.8
afebril haut,5,0.8
klebriger leicht,5,0.8
rosacea,5,0.8
