term,document_count,percent,examples
anamnese durchschlafstörungen appetit,6,1.0,
einer parese diagnostik zunge,6,1.0,
durchschlafstörungen appetit,6,1.0,
form brainfog konzentrationsstörungen wortfindungsstörungen,6,1.0,
brainfog konzentrationsstörungen wortfindungsstörungen begleitet,6,1.0,
brainfog konzentrationsstörungen wortfindungsstörungen,6,1.0,
kopfschmerzen kopfschmerzen,6,1.0,
konzentrationsstörungen wortfindungsstörungen,6,1.0,
schlaf allem durchschlafstörungen gestört,6,1.0,
migräneattacke,6,1.0,3-4 Monate gehen in eine Migräneattacke über. | einmal monatlich gehen in eine Migräneattacke über. | Die letzte Migräneattacke habe im Juli oder August stattgefunden. | Der Tinnitus sei vor allem abends vor dem Schlafen im Bett oder bei einer Migräneattacke ausgeprägt. | Diese muskuläre Verspannung geht dann der Migräneattacke voraus.
allem durchschlafstörungen gestört,6,1.0,Ihr Schlaf sei von Ein- und vor allem Durchschlafstörungen gestört.
ausgeprägten durchschlafstörungen gestört,6,1.0,Weiterhin sei sein Schlaf von ausgeprägten Durchschlafstörungen gestört.
geworden sein schlaf durchschlafstörungen,6,1.0,
tinnitus aurium links,6,1.0,Drüber hinaus leide sie seit zwei Jahren unter einem Tinnitus aurium links. | Zudem leide sie seit über vier Jahren unter anhaltenden Tinnitus aurium links. | Zudem leide sie seit über zwei Jahren unter Tinnitus aurium links. | Zudem leidet der Patient seit über 10 Jahren unter Tinnitus aurium links.
merkfähigkeitsstörungen schlaf erheblich,6,1.0,
jahren morbus,6,1.0,
vegetative anamnese durchschlafstörungen appetit,6,1.0,
vegetative anamnese durchschlafstörungen,6,1.0,
parese diagnostik,6,1.0,
arthritis allem,6,1.0,
diagnose fibromyalgie,6,1.0,"Es wurde bereits vor Jahren eine Diagnose Fibromyalgie gestellt. | Im Jahr 2021 wurde die Diagnose Fibromyalgie gestellt. | Die Diagnose Fibromyalgie wurde im Jahre 2015 im Rahmen einer schmerztherapeutischen Behandlung in einer Tagesklinik in München gestellt. | Bezüglich der oben genannten Muskel- und Gelenkschmerzen gibt der Patient an, dass im Mai 2023 durch einen Neurologen die Diagnose Fibromyalgie gestellt worden sei. | Hier sei die Diagnose Fibromyalgie und Spondylarthrose gestellt worden."
einer psoriasis,6,1.0,Kurzgefasst leidet die Patientin seit über 10 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis-Arthritis. | 16 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis Arthritis zu leiden. | Zudem leidet die Patientin seit Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis-Arthritis. | 18 Lebensjahr unter „Hautprobleme“ im Sinne von kleinflächigen Rötungen sowie Schuppungen im Rahmen einer Psoriasis vulgaris zu leiden. | Kurzgefasst leidet die Patientin seit über 9 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis-Arthritis.
charakter pfeifen tinnitus,6,1.0,
reizdarmsyndrom vermutet energie kraft,6,1.0,
etwas zurückhaltend geworden konzentrationsstörungen,6,1.0,
reizdarmsyndrom vermutet energie,6,1.0,
verspannung spannungskopfschmerzen,6,1.0,
morbus crohn,6,1.0,"Zudem leide sie seit Jahren (ED 2003) unter Morbus Crohn. | Kurz gefasst bestehen bei der Patientin seit dem Jahr 2012 kolikartige, diffuse und wandernde Schmerzen, insbesondere im linken Unterbauch, als Folge eines im selben Jahr diagnostizierten Morbus Crohn. | Der Patient leide seit Jahren (ED 10/2011) unter Morbus Crohn mit Befall vom Magen, terminal. | Kurzgefasst hätte er seit der Diagnose des Morbus Crohn 1993 zwölf Darm-Operationen gehabt und er habe jetzt nur noch 15 cm Dickdarm sowie 2,5 m Dünndarm. | Aus Schilderung der Patientin und vorliegenden Befundberichten geht folgendes hervor: Der Patient leide seit Jahren (ED 2009) unter Morbus Crohn."
sensibilitätsstörungen,6,1.0,"Sensibilitätsstörungen werden verneint. | Der Patient berichtet zudem über Sensibilitätsstörungen im Genitalbereich. | Aus Schilderung des Patienten und vorliegenden Befunden geht folgendes hervor: Bei dem Patienten bestehen seit März 2020 progrediente Sensibilitätsstörungen im Sinne von Brennen, Kribbelparästhesien und Muskelzuckungen. | Zusätzlich leide die Patientin unter phasenweise manchmal kurzzeitigen Kopfschmerzen links, insbesondere nachts im Schlaf, diese seien lokal blitzartig-einschießend mit Sensibilitätsstörungen i. | oberflächliche Sensibilitätsstörungen."
tinnitus unterschiedlicher,6,1.0,
entzündlich rheumatische erkrankung,6,1.0,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte. | Eine immunsuppressiv behandlungsbedürftige entzündlich rheumatische Erkrankung war im Vorfeld bereits ausgeschlossen worden."
rheumatische,6,1.0,"Hinweise auf eine manifeste, entzündlich-rheumatische Erkrankung fanden sich nicht. | Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte. | Eine immunsuppressiv behandlungsbedürftige entzündlich rheumatische Erkrankung war im Vorfeld bereits ausgeschlossen worden."
beschwerden jahren chronischen dorsalgien,6,1.0,
konzentrations merkfähigkeitsstörungen stimmung schwankend,6,1.0,
zunehmende erschöpfungssymptomatik hier,6,1.0,
defizit sinne einer parese,6,1.0,
zunehmende erschöpfungssymptomatik hier ausgeprägte,6,1.0,
rheumatische erkrankung,6,1.0,"Hinweise auf eine manifeste, entzündlich-rheumatische Erkrankung fanden sich nicht. | Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte. | Eine immunsuppressiv behandlungsbedürftige entzündlich rheumatische Erkrankung war im Vorfeld bereits ausgeschlossen worden."
entzündlich rheumatische,6,1.0,"Es ist bereits eine vielfache Diagnostik erfolgt, einschließlich einer rheumatologischen Abklärung, bei der die Verdachtsdiagnose einer Fibromyalgie gestellt wurde und eine entzündlich rheumatische Erkrankung ausgeschlossen werden konnte. | Eine immunsuppressiv behandlungsbedürftige entzündlich rheumatische Erkrankung war im Vorfeld bereits ausgeschlossen worden."
form brainfog konzentrationsstörungen,6,1.0,
völliger erschöpfung,6,1.0,"Als Hauptursache nennt die Patientin sowohl eine berufliche Belastung als auch eine familiäre Überforderung, die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten. | Zudem gibt sie an, dass sie bei Überschreiten bestimmter Belastungsgrenzen nach etwa 1 bis 1,5 Tagen in einen Zustand völliger Erschöpfung gerate, der in der Regel 2 bis 3 Tage andauere. | Als Hauptursache nennt die Patientin eine ausgeprägte berufliche Belastung die schrittweise zu einem Zustand völliger Erschöpfung geführt hätten. | Als Hauptursache nennt die Patientin eine enorme berufliche Belastung, die allmählich zu völliger Erschöpfung geführt hat."
degeneratives syndrom,6,1.0,
fingerpolyarthrose,6,1.0,"Die Patientin berichtet zudem über seit Jahresbeginn zunehmende Beschwerden im Rahmen einer Fingerpolyarthrose. | Zudem leidet die Patientin seit einem Jahr unter vermehrten Beschwerden im Rahmen einer Fingerpolyarthrose. | Ein weiteres, den Patienten stark belastendes somatisches Beschwerdebild betrifft eine chronische Schmerzsymptomatik im Rahmen einer diagnostizierten Fingerpolyarthrose. | Zudem wurde bei der Patientin eine beidseitige Rhizarthrose sowie eine Fingerpolyarthrose vom Heberden-Typ diagnostiziert. | Es wird eine Fingerpolyarthrose vermutet."
erschöpfungssymptomatik gefühl langsam,6,1.0,
zwei kopfschmerzarten auftreten kopfschmerzen,6,1.0,
kopfschmerzen beginnt,6,1.0,Eine Art von den Kopfschmerzen beginnt im Stirnbereich und setzt sich nach dem im Hinterkopf fort. | Eine Art von den Kopfschmerzen beginnt am Scheitel und breitet sich nach vorne bis zur Stirn aus. | Eine Art von den Kopfschmerzen beginnt im Hinterkopf und breitet sich nach vorne bis zur Stirn aus. | Eine Art von den Kopfschmerzen beginnt in der Regel am Hinterkopf links und ziehe sich nach vorne in die Stirnregion. | Eine Art der Kopfschmerzen beginnt typischerweise im Hinterkopf und zieht sich nach vorne in die Stirnregion.
sinne einer parese diagnostik,6,1.0,
sinusitis,6,1.0,"Kurz gefasst war die Patientin war im Sommer 2018im Urlaub in Kroatien, dort hatte sie eine Sinusitis, welche mit Antibiotika behandelt wurde. | Zudem berichtet sie, seit der Kindheit unter chronischer Sinusitis zu leiden. | Die Patientin erwähnt dies auch im Zusammenhang mit einer chronischen Sinusitis, für die sie diesen Januar ebenfalls operiert wurde. | Hier berichtet der Patient auch über chronische Sinusitis seit Jahren zu leiden. | Des Weiteren berichtet die Patientin, dass sich seit knapp zwei Wochen ihre chronische Sinusitis, vorwiegend frontal lokalisiert, deutlich verschlechtert habe."
müdigkeitssymptomatik ausgeprägtes erschöpfungsgefühl belastungsgrenze,6,1.0,
jahr diagnose,6,1.0,
beschwerden chronischen dorsalgien,6,1.0,
einer arthrose,6,1.0,Darüber hinaus leidet die Patientin seit über fünf Jahren unter einer Arthrose der Finger- und Daumensattelgrundgelenken. | Kurz gefasst leidet die Patientin seit über 10 Jahren unter einer Arthrose der Fingergelenke. | Zudem Als weiteres Problem nennt der Patient vor allem Belastungsschmerzen in Fingergelenkschmerzen im Rahmen einer Arthrose. | Kurz gefasst leidet die Patientin seit über 30 Jahren unter einer Arthrose der Finger- und Handgelenke. | Kurz gefasst leidet die Patientin seit mehr als 30 Jahren unter einer Arthrose der Finger- und Handgelenke.
konzentrations merkfähigkeitsstörungen schlaf erheblich,6,1.0,
jahr erschöpfungssymptomatik erschöpft,6,1.0,
rahmen einer psoriasis,6,1.0,Kurzgefasst leidet die Patientin seit über 10 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis-Arthritis. | 16 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis Arthritis zu leiden. | Zudem leidet die Patientin seit Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis-Arthritis. | 18 Lebensjahr unter „Hautprobleme“ im Sinne von kleinflächigen Rötungen sowie Schuppungen im Rahmen einer Psoriasis vulgaris zu leiden. | Kurzgefasst leidet die Patientin seit über 9 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis-Arthritis.
müdigkeitssymptomatik ausgeprägtes erschöpfungsgefühl,6,1.0,
konzentrationsstörungen merkfähigkeitsstörungen,6,1.0,
jahr erschöpfungssymptomatik erschöpft fühle,6,1.0,
dorsalgien bereich ausstrahlung beinen,6,1.0,
zehn jahren dorsalgien bereich,6,1.0,
zehn jahren dorsalgien,6,1.0,
sinne einer parese,6,1.0,"Orientierender neurologischer Befund: Augen und Pupillen regelrecht, kein fokalneurologisches Defizit im Sinne einer Parese. | Defizit im Sinne einer Parese."
anamnese durchschlafstörungen,6,1.0,
parese,6,1.0,"Orientierender neurologischer Befund: Augen und Pupillen regelrecht, kein fokalneurologisches Defizit im Sinne einer Parese. | Defizit im Sinne einer Parese."
einer parese,6,1.0,"Orientierender neurologischer Befund: Augen und Pupillen regelrecht, kein fokalneurologisches Defizit im Sinne einer Parese. | Defizit im Sinne einer Parese."
einer parese diagnostik,6,1.0,
parese diagnostik zunge,6,1.0,
tinnitus vorhanden,6,1.0,
konzentrationsstörungen schlaf durchschlafstörungen,6,1.0,
müdigkeitssyndroms,6,1.0,"Die Patientin fügt hinzu, dass ein weiterer wichtiger Faktor für die Verschlimmerung ihres Müdigkeitssyndroms darin bestand, dass sie sich zwischen 2021 und 2022 mehreren Operationen wegen ihres Lipödems unterziehen musste. | Bei Aufnahmegespräch berichtet die Patientin, dass sie seit der COVID-19-Impfung im Jahr 2022 erstmals Symptome im Sinne eines Müdigkeitssyndroms bemerkt habe. | Die Patientin berichtet außerdem, dass ein weiterer Aspekt ihres Müdigkeitssyndroms die Entwicklung von Magen-Darm-Beschwerden im Sinne von Appetitlosigkeit, Durchfall und Bauchkrämpfen war, was letztlich zu einem rapiden Gewichtsverlust führte. | Hier fügt sie hinzu, dass sich ihre Symptome im Rahmen des chronischen Müdigkeitssyndroms nach einer überstandenen COVID-19-Erkrankung im Oktober letzten Jahres deutlich verschlechtert haben. | Ganzkörperschmerzen sowie die Verschlechterung des chronischen Müdigkeitssyndroms erklären."
geworden konzentrationsstörungen schlaf durchschlafstörungen,6,1.0,
zurückhaltend geworden konzentrationsstörungen schlaf,6,1.0,
somatischer beschwerden verdauungsstörungen,6,1.0,
borreliose,6,1.0,"Die Patientin erwähnt auch, dass bei ihr im vergangenen Jahr serologisch eine Borreliose diagnostiziert wurde, die mit Antibiotika behandelt wurde. | Bei deutlich erhöhtem Antikörper-Spezifitätsindex wurde schließlich die Diagnose einer Neuroborreliose gestellt. | Im Mai 2019 nach einem Zeckenbiss sei sie an Borreliose erkrankt. | Im Mai 2024 sei eine Lyme-Borreliose (vermutlich serologisch bestätigt) diagnostiziert worden. | drei Jahren eine Borreliose gehabt habe und sich seither schlapp und in der Arbeitsfähigkeit eingeschränkt fühle."
rahmen einer fibromyalgie,6,1.0,"Im Rahmen der oben genannten multilokulären Schmerzsymptomatik handelt es sich um ein chronisches Schmerzsyndrom im Rahmen einer Fibromyalgie. | Darüber hinaus berichtet die Patientin unter Ganzkörperschmerzen im Rahmen einer Fibromyalgie zu leiden. | Ferner berichtet die Patientin noch über muskelkaterartige dauerhafte Myalgien der gesamten Muskulatur im Rahmen einer Fibromyalgie. | Hinsichtlich somatischer Beschwerden berichtet die Patientin, seit Jahren unter Ganzkörperschmerzen im Rahmen einer Fibromyalgie zu leiden. | Diese Symptomatik entspricht einem seit Jahren bekannten Beschwerdebild im Rahmen einer Fibromyalgie."
rheumatologische,6,1.0,Es wurde bereits eine rheumatologische Erkrankung ausgeschlossen (Uniklinik Freiburg). | Darüber hinaus sei die Muskulatur beider Oberschenkel druckschmerzhaft; eine bereits durchgeführte rheumatologische sowie orthopädische Diagnostik habe jedoch keine pathologischen Befunde ergeben. | Eine rheumatologische Abklärung erfolgte bereits und eine entzündlich-rheumatologische Ursache wurde ausgeschlossen. | Rheumatologische Abklärung wurde ohne wegweisenden Hinweis durchgeführt. | Laut der Patientin wurde Rheumatologische Abklärung ohne wegweisenden Hinweis durchgeführt.
neuropathie,6,1.0,Es wurde bei ihr eine SNF (Small fiber Neuropathie) diagnostiziert. | Nach ausführlicher Diagnostik wurde Small Fiber Neuropathie als eventuelle Ursache der Beschwerden diskutiert. | Hier wurde ein Burning-Feet-Syndrom bei Restless-Leg-Syndrom DD Neuropathie peripheren Nerven Hände und Füße diskutiert. | eine Neuropathie geäußert. | mit einer demyelinisierenden inflamatorischen Neuropathie vereinbar ist.
störung,6,1.0,Außerdem ist bei der Patientin eine rezidivierende depressive Störung bekannt. | Rezidivierende depressive Störung. | Seit dem Sommer 2022 berichtet die Patientin wieder über eine allmähliche Verschlechterung der Störung. | Im Vordergrund der psychischen Komponente steht eine rezidivierende depressive Störung. | Weiterhin berichtet er über Konzentrations- und Merkfähigkeitsstörungen.
merkfähigkeitsstörungen stimmung schwankend,6,1.0,
coxarthrose,7,1.2,"Hier wurde eine fortgeschrittene Coxarthrose festgestellt. | Rechts wurde eine Coxarthrose diagnostiziert, im Februar 2024 erfolgte eine operative Versorgung mit einer deutlichen Besserung der Beschwerden. | Zudem gibt sie an, dass bei ihr eine beginnende Coxarthrose diagnostiziert wurde. | Weitere behandlungsbedingten Beschwerden: Belastungsabhängige Hüftenschmerzen links durch fortgeschrittene Coxarthrose. | Es wurde eine Coxarthrose diagnostiziert."
zwei kopfschmerzarten,7,1.2,"Kurz gefasst leide die Patientin seit vielen Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden. | Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden. | zehn Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten und seit o.g. | Corona-Infektion fast jeden Tag unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden. | zwanzig Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden."
kopfschmerzarten auftreten kopfschmerzen,7,1.2,
konzentrations merkfähigkeitsstörungen schlaf allem,7,1.2,
konzentrations merkfähigkeitsstörungen sein schlaf,7,1.2,
wortfindungsstörungen begleitet,7,1.2,Die Anfälle treten etwa einmal monatlich auf und sind von Wortfindungsstörungen begleitet.
kognitiven verlangsamung merkfähigkeitsstörungen,7,1.2,
brainfog konzentrationsstörungen,7,1.2,
kopfschmerzen zwei kopfschmerzarten auftreten,7,1.2,
zwei kopfschmerzarten auftreten,7,1.2,"Kurz gefasst leide die Patientin seit vielen Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden. | Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden. | zehn Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten und seit o.g. | Corona-Infektion fast jeden Tag unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden. | zwanzig Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden."
kopfschmerzen zwei kopfschmerzarten,7,1.2,
schlaf einschlafstörungen,7,1.2,
ängste entwickelt depressionen behaftet,7,1.2,
jahren ängste entwickelt depressionen,7,1.2,
einer kognitiven verlangsamung merkfähigkeitsstörungen,7,1.2,
entwickelt depressionen,7,1.2,
entwickelt depressionen behaftet,7,1.2,
depressionen behaftet,7,1.2,"Bei Aufnahmegespräch berichtet die Patientin, dass sie durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren sie Ängste entwickelt und mit Depressionen behaftet ist. | Der Patient berichtet, dass durch körperlichen und psychischen Erkrankungen seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist. | Bei Aufnahmegespräch berichtet der Patient, dass durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist. | Bei Aufnahmegespräch berichtet der Patient, dass er durch psychischen und körperlichen Erkrankungen seit mehre Jahren Ängste entwickelt und mit Depressionen behaftet ist. | Aus Schilderung des Patienten und vorliegenden Befundberichten geht folgendes hervor: Bei Aufnahmegespräch berichtet er, dass durch diversen körperlichen und psychischen Erkrankungen und vor allem durch die andauernde Schmerzproblematik seit mehre Jahren er Ängste entwickelt und mit Depressionen behaftet ist."
psoriasis arthritis,7,1.2,16 Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis Arthritis zu leiden. | Psoriasis arthritis geäußert. | zwei Jahren unter chronischen Gelenkbeschwerden im Rahmen einer Psoriasis Arthritis zu leiden.
rheumatoide,7,1.2,"Schulmedizinisch sei eine Rheumatoide Arthritis vordiagnostiziert. | Die Patientin leide seit über zwei Jahre unter chronischen, polyarthritischen Gelenkbeschwerden, als Folge der im Jahr 2020 diagnostizierten Rheumatoide Arthritis. | Kurz gefasst ist bei der Patientin im November 2018 eine rheumatoide Arthritis diagnostiziert worden. | Seitdem leide er unter massiver Verschlimmerung der Rheumatoide Arthritis. | Ein Rheumatologe äußerte den Verdacht auf eine rheumatoide Arthritis und leitete eine Therapie mit Methotrexat (Fertigspritze, 1× wöchentlich) ein."
chronischen müdigkeitssyndrom,7,1.2,"Die Patientin berichtet, seit vielen Jahren unter einem chronischen Müdigkeitssyndrom zu leiden. | Die Patientin gibt bei der Aufnahme an, seit Jahren unter einem chronischen Müdigkeitssyndrom zu leiden, das sich seit Herbst 2022 deutlich verschlechtert habe. | Die Patientin gibt bei der Aufnahme an, seit vielen Jahren unter einem chronischen Müdigkeitssyndrom zu leiden. | Weiterhin leide sie seit ihrem Rentenbeginn vor acht Jahren unter einem ausgeprägten chronischen Müdigkeitssyndrom. | Weiterhin leide sie seit ihrem Rentenbeginn vor sieben Jahren unter einem ausgeprägten chronischen Müdigkeitssyndrom."
erschöpfungssymptomatik gefühl,7,1.2,
ängste entwickelt depressionen,7,1.2,
gefühlsstörungen,7,1.2,"Die Patientin beschreibt auch, dass sie seit etwa 5 Jahren unter nicht konstanten Gefühlsstörungen im Mittel-, Ring- und Kleinfinger der linken Hand sowie im Hypothenarbereich leidet. | Zudem werden Gefühlsstörungen im Bereich des Ring- und Mittelfingers sowie des Daumens beidseits angegeben. | Zudem gibt er Gefühlsstörungen im Bereich des kleinen und des Ringfingers rechts an. | Zudem werden Gefühlsstörungen im Bereich des Zeige- und Mittelfingers sowie des Daumens beidseits angegeben. | Gelegentlich treten auch Gefühlsstörungen bzw."
beschwerden verdauungsstörungen,7,1.2,
merkfähigkeitsstörungen schlaf allem,7,1.2,
konzentrations merkfähigkeitsstörungen sein,7,1.2,
verlangsamung merkfähigkeitsstörungen,7,1.2,
migräne spannungskopfschmerzen,7,1.2,
erschöpfungssymptomatik hier,7,1.2,
erschöpfungssymptomatik hier ausgeprägte,7,1.2,
geworden konzentrationsstörungen schlaf,7,1.2,
migräne tage monat,7,1.2,
migräne tage,7,1.2,
einem tinnitus aurium beidseits,7,1.2,"Darüber hinaus leidet die Patientin seit über dreißig Jahren unter einem Tinnitus aurium beidseits. | Drüber hinaus leide sie seit über zwanzig Jahren unter einem Tinnitus aurium beidseits. | fünfzehn Jahren unter einem Tinnitus aurium beidseits Charakter: hohes Pfeifen und Rauschen. | zehn Jahren unter einem Tinnitus aurium beidseits. | Darüber hinaus leide er seit Jahren unter einem Tinnitus aurium beidseits, der sich seit 2022 deutlich verstärkt hat."
polyarthrose,7,1.2,"Darüber hinaus Polyarthrose seit ca. | Bei der Patientin wurde eine Polyarthrose vom Typ Heberden als Ursache der Beschwerden diagnostiziert. | Sie schildert, dass praktisch alle Gelenke betroffen seien; im Rahmen einer diagnostizierten Polyarthrose habe sie bereits zwei Kniegelenke durch Prothesen ersetzt bekommen. | Weitere behandlungsbedürftige Beschwerden zeigen sich im Rahmen einer seit Jahren bestehenden Polyarthrose, die sich jedoch seit etwa einem Jahr deutlich verschlechtert habe. | Chronisches Müdigkeitssyndrom G93.3 -Post-COVID-19-Syndrom U09.9 Fibromyalgie M79.70 Polyarthrose M15.9 WS-Syndrom M54.80 Asthma bronchiale, ED 1997 J45.9 Aufnahme somatisch/chinesisch: Derzeitige Beschwerden (somatisch): Bei Aufnahmegespräch berichtet die Patientin, dass sie nach einer durchgemachten akuten Corona-Infektion im Dezember 2021 unter einer ausgeprägten psychophysischen Erschöpfung leide."
schlaf genug erholsam durchschlafstörungen,7,1.2,
einschlafstörungen gestört,7,1.2,"Ihr Schlaf sei sowohl durch Einschlafstörungen gestört. | Sein Schlaf sei von Einschlafstörungen gestört. | Ihr Schlaf sei von Einschlafstörungen gestört. | Zudem gibt der Patient an, dass sein Schlaf häufig von schmerzbedingten Einschlafstörungen gestört sei. | Zudem sei sein Schlaf von Einschlafstörungen gestört."
erreicht konzentrationsstörungen,7,1.2,
colitis ulcerosa,7,1.2,"In diesem Zusammenhang gibt die Patientin an, dass bei ihr 2002 eine Colitis ulcerosa diagnostiziert wurde, die seit Jahren in Remission ist. | Im Jahr 2016 wurde sie unter anderem aufgrund erhöhter Leberwerte gastroenterologisch abgeklärt, wobei die Diagnose einer Colitis ulcerosa gestellt wurde. | An körperlichen Beschwerden gibt die Patientin an, dass bei ihr seit 2019 eine Colitis ulcerosa bekannt ist. | Die Patientin berichtet bei Aufnahme über eine seit April 2021 bekannte Colitis ulcerosa, welche sich initial durch einen steroidrefraktären Verlauf gekennzeichnet habe. | Bei der Patientin ist seit 2007 eine Colitis ulcerosa bekannt."
gastritis,7,1.2,"21 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis. | Darüber hinaus leidet die Patientin seit über 20 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis. | 22 Jahren unter einer Helicobacter pylori negativen chronischen Gastritis. | Zusätzlich wurde eine leichte chronische Gastritis diagnostiziert. | In der eingehenden Diagnostik konnte, außer einer leichten Gastritis und einer unspezifischen Colitis, kein wegweisender Befund erhoben werden."
konzentrations gedächtnisstörungen,7,1.2,
jahren chronischen dorsalgien bereich,7,1.2,
koxarthrose,7,1.2,"Es wurde eine Koxarthrose diagnostiziert. | Es wurde hier eine fortgeschrittene Koxarthrose diagnostiziert. | Koxarthrose bds. | Diesbezüglich bestehen bei der Patientin die Diagnosen Koxarthrose, Gonarthrose und Rhizarthrose. | Es sei bereits ambulant eine orthopädische Vorstellung erfolgt, wobei eine aktivierte Koxarthrose rechts festgestellt worden sei."
erschöpfungssymptomatik hier ausgeprägte überforderung,7,1.2,
neurodermitis,7,1.2,"Weitere behandlungsbedürftige Beschwerden bestehen seit der Jugend im Sinne einer Neurodermitis. | Darüber hinaus besteht bei der Patientin seit über 40 Jahren eine Neurodermitis mit schubartigem Verlauf und Tendenz zur Besserung. | Zudem leide die Patientin seit ihrer Kindheit unter Hautveränderungen im Sinne einer Neurodermitis. | Ihr behandelnder Arzt vermute eine gewisse Veranlagung zu Neurodermitis, die bislang jedoch unter Kontrolle sei. | Zudem leide die Patientin seit vielen Jahren unter Psoriasis und Neurodermitis."
rheumatoide arthritis,7,1.2,"Schulmedizinisch sei eine Rheumatoide Arthritis vordiagnostiziert. | Die Patientin leide seit über zwei Jahre unter chronischen, polyarthritischen Gelenkbeschwerden, als Folge der im Jahr 2020 diagnostizierten Rheumatoide Arthritis. | Kurz gefasst ist bei der Patientin im November 2018 eine rheumatoide Arthritis diagnostiziert worden. | Seitdem leide er unter massiver Verschlimmerung der Rheumatoide Arthritis. | Ein Rheumatologe äußerte den Verdacht auf eine rheumatoide Arthritis und leitete eine Therapie mit Methotrexat (Fertigspritze, 1× wöchentlich) ein."
rheumatologen,7,1.2,"Rheumatologen habe sie noch deutlich erhöhte Entzündungszeichen, abends auch etwas Schwellung und Überwärmung. | In Absprache mit ihrem Rheumatologen wurde aufgrund der gastrointestinalen Beschwerden das Methotrexat abgesetzt. | Seit Oktober 2023 nimmt der Patient gemäß den Anweisungen seines Rheumatologen MTX. | Die Beschwerden wurden vom Rheumatologen als Polymyalgia rheumatica diagnostiziert. | Die Patientin wurde wiederholt von einem Rheumatologen untersucht, und derzeit sind keine spezifischen rheumatologischen Medikamente erforderlich."
gerecht können konzentrations merkfähigkeitsstörungen,7,1.2,
erheblich durchschlafstörungen,7,1.2,
schlaf erheblich durchschlafstörungen,7,1.2,
spondylarthrose,8,1.4,"Es liegen degenerative Veränderungen der LWS mit Bandscheibenprolaps L2/3, Spondylarthrose L5/S1 sowie Osteochondrosen L1/2 und L5/S1 vor. | Es wurden bei der Patientin mehrsegmentales degeneratives LWS-Syndrom mit Osteochondrose L3-S1, Spondylose L3-S1, Spondylarthrose L3-S1, sowie Neuroforamenstenose L3-S1 diagnostizier. | Es bestehe eine Spondylarthrose L4/5 und L5/S1, Osteochondrose und Retrolisthese L5/S1. | Hier wurde eine Spondylarthrose im Bereich L4/L5 diagnostiziert. | Hier sei die Diagnose Fibromyalgie und Spondylarthrose gestellt worden."
merkfähigkeitsstörungen schnell überreiz,8,1.4,
erreicht konzentrations merkfähigkeitsstörungen schnell,8,1.4,
merkfähigkeitsstörungen schnell überreiz innere,8,1.4,
konzentrations merkfähigkeitsstörungen schnell,8,1.4,
schlaf meistens durchschlafstörungen gestört,8,1.4,
jahren migräne,8,1.4,
meistens durchschlafstörungen gestört,8,1.4,
chronischen dorsalgien bereich,8,1.4,
